review_title,review_description,rating
Very Good,"Pros - 1. Good performance under high gaming. 2. Good Ram management 3. Decent Camera 4. Good fast charging 4. Sound quality pretty good. Overall a Good phone.Cons - 1. MI interface is the biggest drop, many bloatware and sometimes contact names gets vanished suddenly 2. Sometimes it feels like battery draining faster. 3. Heats up sometimes 4. Call recording is the biggest heart breaking. It screams out call recording started. The other person can easily hear... irritated.READ MORE",4
Excellent,Best smartphone under 25k😍8/128gbPerformance 5/5Display 4.5/5 high quality ips lcd display batter then midrange amoled display Camera 4.5/5 this price range (install gcam for best result)Battery excellent 5/5No heating issueSnapdragon 865 😍Overall 4.5/5 best smartphone under 25k with exchange.READ MORE,5
Just wow!,"Good camera but MI make it better using good algorithmBest in Screen, performance and battery performance.I love Mi phonesREAD MORE",5
Wonderful,Everything is perfect. You won't regret at all coz it's performance is above par.Battery management is awesome.Very light weight software but buggy after the Android 11 update. Either don't update or wait for the next software update if you have bought or planning to buy.The UI is buttery smooth and the display though is a LCD but you won't regret at all. Very nicely customised. All apps open in some milliseconds that what I like the most.It has all the latest features and updated hardwa...READ MORE,5
Terrific purchase,"After 2 months uses, I want to share my review for this product. Pros1.  Premium looks2. Stable video recording3. Fast charging and best battery backup4. Available with Heavy discount 5. Buyback guarantee6. No heat up problemCons1. Lagging issue after call ends or if I want to disconnect  the call2. Little bit heavy3. No use of Call recording feature now4. No potrait option available when I click by 64 MP.Overall this mob has all premium features but needs some software updation.READ MORE",5
Highly recommended,Well after using 10 days I'm writing this review Battery excellent Back Camera excellentFront camera good Display excellent Performance excellent Gaming like pubg excellent but to install pubg I need to download vpn I took lunar silver it's really awasome design at this price Over all excellent value for moneyREAD MORE,5
Terrific,Its an awesome device and a complete package at value for money. I have been one plus 6 user before that nexus user and from that experience i can definitely vouch for these device its an awesome device. I had only one question prior to buying this device that was its display. But believe me guys display is awesome and i compared it with op 6 and k20pro amoled display its on par or can say better for viewing experience colours are very well saturated (looks natural too) yes blacks are not th...READ MORE,5
Must buy!,Overall satisfied after one week usage.Camera would be better not like flagship phone. No watermark in front camera. Good  stereo sound but not very loud.READ MORE,5
Delightful,"Sd 865 is capable processor but I do see some lags here and there,camera is not that great I don't trust isocell that's why I didn't opted for pro version but sony too is not good in this segment display is IPS thought it's good but you can tell it's not that great cause now a days lower mid range gets amoled display and this one clearly not suitable in this segment,it's a bit bulky and heavy....now comes the battery it's excellent I easily get full day usage I don't need to worry about it dy...READ MORE",4
"Brilliant Display and Camera. Best phone, just go for it!",This Phone is a flagship Killer. In this Price segment getting an 865 Processor (flagship of the year 2020) is great. I was a bit sceptical about the LCD screen but had no issues with it. Xiaomi made sure that it gives the best of its kind and it is way more difficult to mark the difference between AMOLED and LCD screen of mi 10t. The display is buttery smooth and the colours are very groovy. I tested it by playing CPU intensive games for hours but no lag and no heating issue. Just scrolli...READ MORE,5
Nice product,Working pubg high graphics smooth work mobile battery life suprbbREAD MORE,4
Simply awesome,Op device for ping lovers don't think go for it.....READ MORE,5
Awesome,Best in class....READ MORE,5
Delightful,Very niceREAD MORE,4
Mind-blowing purchase,Value of moneyREAD MORE,5
Wonderful,Overall good PhoneREAD MORE,4
Terrific purchase,Amaging Camera And Performance I can't believeREAD MORE,5
Not recommended at all,"Please do verify the IMEI number. I received the product where the IMEI number is not valid. If you're IMEI number is not valid the product might be duplicate one, even you will not get better exchange value since the IMEI number won't be matching with Xiomi 10T. Also, if this handset is used for criminal activities tracing will be difficult because the IMEI number registered for this phone is not a valid one.READ MORE",1
Great product,Awesome camera qualityREAD MORE,5
Terrific purchase,"It's an absolute beast. Trust me, you won't regret it. Just go for it.Front camera - 9/10 Rear camera - 8/10 Gaming - 10/10Battery - 10/10READ MORE",5
Highly recommended,"Good looking phone with owesome build quality , met my expectation . Only one thing i felt bad is the UI , else every thing is up to the mark of a flagship phoneREAD MORE",5
Worth the money,GoodREAD MORE,4
Terrific purchase,Very nice mobile 👌👌👌😊😊😊😊😊READ MORE,5
Classy product,Amazing camera quality and overall featuresREAD MORE,5
Very Good,First impression is good..!Let see...!READ MORE,4
Perfect product!,"Best camera, display (you don't find much difference between amoled & lcd), refresh rate is awesome, performance is top, no adds in MIUI atleast for this device.READ MORE",5
Good,"The chipset SD865 is very powerful, No hang issues at all,but i feel some heating issues while gaming from the camera part. Too hot!!!. But can't accept these lcd display at these prices,so many other provides led displays nowREAD MORE",3
Best in the market!,"Shandar, zabardast and zindabad. Marvelous mobile. Go for it.READ MORE",5
Good choice,Processing and speed is pretty goodREAD MORE,4
Awesome,Totally good and i loved itREAD MORE,5
Just wow!,"1st Imp Tip: Never Exchange your mobile with Flipkart. Mobile is worth. I was thinking about Realme X7 Pro but this phone is much better than that. Camera, Performance, everything is mind blowing. Highly Recommended phone!READ MORE",5
Good choice,Cam quality is very nice video 4k at 60fps is very smooth and macro camera is awesomeREAD MORE,4
Great product,Very awesome mobile 10/10READ MORE,5
Could be way better,# Mi 10 t best mobile . good performance .# good battery backup . #😡 But camara quality very bad 😡 # zooming photo quality very bad 😡😡 👍. # Very disappointmentDon't buy this phone 😑😑READ MORE,2
Best in the market!,"Lovely ,😘😘😘READ MORE",5
Excellent,Better then expectationREAD MORE,5
Fair,"I bought this phone 2 weeks back and based on my experience now posting the review:1) Performance is ok.2) Good battery life. it gives me 2 days of battery life as I am a light user.3) Phone weight is little more and bulky.4) There is headphone jack. One wire was provided in the pack which can be plugged in charging jack to use wire earphone. If someone needs to use wired headphone and charge the phone, you would need to purchase separate wire.5) Phone size looks big. For office goers it...READ MORE",3
Terrific,This phone is amazing .and it's processor is beast.Best phone under this price segment.READ MORE,5
Worth every penny,Beast Performance 🔥🔥🔥🔥READ MORE,5
Best in the market!,"Excellent mobile. I purchased it on 17 Jan , for 38000, but within three days 3000 price dropped ,READ MORE",5
Must buy!,It is awesomeREAD MORE,5
Simply awesome,BEST CAMERA AND DISPLAY FOR A BUDGET FLAGSHIPREAD MORE,5
Waste of money!,"Never exchange your old mobile in flipkart,, worst experience. FLIPKART tricked me very nicely.READ MORE",1
Decent product,Last day I got an Update For Mi 10 T. And is packed with bugs when will they fix it?  (MIUI 12.1.2.0)READ MORE,3
Decent product,Mi 10T have heating problem after normal use even after nomal vioce all of 15 minutes. Worthless...READ MORE,3
Classy product,Nice phone it's amazingREAD MORE,5
Excellent,This product from mi is beast and its beats OnePlus 8t in pubg i have both devices i can feel the difference easily thanks mi india .READ MORE,5
Terrific,"Overall a very good package. Build quality, camera quality, display quality battery back up, fast charging and call quality etc etc are awesome. No complain.READ MORE",5
Simply awesome,phone is prefect but sometimes  u feel like lagging and screen some times screen is automatic lock not opening untill u apply pressure on poeerbutton but i think this issue will fixxed with upcoming updatrREAD MORE,5
Fair,Heating issue notedCamera performance little bit poorNo android 11 update tillREAD MORE,3
Heavy vibrating issue at the back of the mobile...,Don't buy this product... It has vibration issues while hearing to music or watching video holding in hands...READ MORE,1
Simply awesome,Nice superREAD MORE,5
Moderate,"I just buy it's may b four to five days and my MI 10T is fully hanged noting is working when I touch the display..,READ MORE",2
Pretty good,Verry nice good product 👍🤗😊READ MORE,4
Worst experience ever!,"Worst service,worst product.....don't shopping flipkartREAD MORE",1
Not recommended at all,"Mobile not good.touch not working properly, camera quality not good,READ MORE",1
Terrific,"I am satisfied with this mobile,READ MORE",5
Fabulous!,Cemera is awesome and bettry is awesomeProsessor is awesome smooth play bgmi in mobile with 90fpsREAD MORE,5
Hated it!,"Time for 100% charging is nearly 2hours.... Faulty sensor , unable to on display when in call.... And there are so many bugs .... Not satisfied with the Value for moneyREAD MORE",1
Worth the money,GoodREAD MORE,4
Good quality product,Display hang problem some time otherwise quality is good.READ MORE,4
Just okay,"I bought this product a week ago, It’s a good set up of processor n other specifications but i faced hanging issues since 2nd day....I want to take chance for few more days or will have to replace it under warranty.READ MORE",3
Good,Phone is very good but battery backup is worst it is not like 5000 mah it charge quickly but drain also quickly if you continuously use Except battery all things are very goodREAD MORE,3
Slightly disappointed,Suddenly my mobile has been switch off I do no what to do....so please be careful while puchase this mobile ...really I'm not satisfied this mobileREAD MORE,2
Just wow!,High quality cameraREAD MORE,5
Good,Brick life feeling...READ MORE,3
Nice,GoodREAD MORE,3
Great product,Proximity sensor or touch issueREAD MORE,5
Perfect product!,"This device is smoking, excellent performance, blazing fast, and 144hrtz screen is buttery smooth, no other mobile in this price range can beat it's performance. It is one of a kind.READ MORE",5
Nice product,I bought this with lots of expectations and most of them is right in terms of hardware quality. But OS contain lots of bugs and so many of the issue is there. Some time due to bug issues even calling is affectedREAD MORE,4
Awesome,"Using after 10 days Mobile performance is excellentCamera is decentDisplay even LCD looks great ..Built quality excellent,in hand feeling  like  flagship..Price little bit high but I got additional exchange  5000 and total 12000 exchange with Red mi note 7 pro  and card offer 1500 finally got this mobile 20999 ..READ MORE",5
Nice,Camera is not good as toldREAD MORE,3
Just wow!,"Really a flagship experience given in a midrange budgetHats off to Xiaomi to bring this beast mobileOnly one down side is camera bump is so thick,so you must use it with a adequate coverREAD MORE",5
Mind-blowing purchase,I just love this mobileJust go for it.READ MORE,5
Super!,Camera are too good but after some time mobile is heating.And all over mi 10t is very good.READ MORE,5
